route_id,trip_id,service_id,trip_headsign,direction_id,shape_id
1,ASP25GEN-1038-Sunday-00_000600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_002600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_004600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_006600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_007200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_008600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_009200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_010600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_011200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_012600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_013200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_014600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_015200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_016600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_017200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_018600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_019200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_020600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_021200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_022600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_023200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_024600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_025200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_026600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_027200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_028600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_029200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_030600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_031200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_032600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_033200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_034600_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_035200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_036450_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_037200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_038350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_039200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_040250_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_041200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_041850_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_043200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_043400_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_044750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_045200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_045750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_046750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_047200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_047750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_048750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_048850_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_049750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_050200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_050750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_051400_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_051750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_052650_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_052750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_053750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_053850_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_054750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_055050_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_055750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_056250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_056550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_057250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_057350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_058150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_058250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_058950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_059250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_059750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_060250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_060550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_061250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_061350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_062050_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_062050_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_062750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_062850_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_063350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_063650_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_063950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_064450_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_064550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_065150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_065250_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_065750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_066050_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_066350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_066850_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_066950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_067550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_067600_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_068150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_068300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_068750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_068900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_069350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_069500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_069950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_070100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_070550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_070700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_071150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_071300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_071750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_071900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_072350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_072500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_072950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_073100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_073550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_073700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_074150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_074300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_074750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_074900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_075350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_075500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_075950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_076100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_076550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_076700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_077150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_077300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_077750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_077900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_078350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_078500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_078950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_079100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_079550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_079700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_080150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_080300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_080750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_080900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_081350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_081500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_081950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_082100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_082550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_082700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_083150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_083300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_083750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_083900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_084350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_084500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_084950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_085100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_085550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_085700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_086150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_086300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_086750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_086900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_087350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_087500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_087950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_088100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_088550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_088700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_089150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_089300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_089750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_089900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_090350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_090500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_090950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_091100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_091550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_091700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_092150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_092300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_092750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_092900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_093350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_093500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_093950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_094100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_094550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_094700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_095150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_095300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_095750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_095900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_096350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_096500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_096950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_097100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_097550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_097700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_098150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_098300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_098750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_098900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_099350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_099500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_099950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_100100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_100550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_100700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_101250_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_101300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_101900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_101950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_102500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_102650_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_103100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_103350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_103700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_104050_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_104300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_104750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_104900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_105450_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_105500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_106100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_106150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_106800_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_106950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_107500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_107750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_108200_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_108550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_108900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_109350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_109600_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_110150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_110300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_110950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_111000_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_111700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_111750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_112500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_112550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_113300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_113350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_114100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_114150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_114900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_114950_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_115700_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_115750_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_116500_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_116550_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_117300_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_117350_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_118100_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
1,ASP25GEN-1038-Sunday-00_118150_1..S03R,Sunday_C7,South Ferry,1,1..S03R
1,ASP25GEN-1038-Sunday-00_118900_1..N03R,Sunday_C7,Van Cortlandt Park-242 St,0,1..N03R
